Date,Open,High,Low,Close,Adj Close,Volume
2011-03-01,58.02000045776367,58.369998931884766,53.77000045776367,57.43000030517578,52.002559661865234,1729243300.0
2011-04-01,57.720001220703125,59.290000915527344,55.31999969482422,59.08000183105469,53.57210922241211,1032891200.0
2011-05-01,59.16999816894531,59.34000015258789,56.470001220703125,58.36000061035156,52.919212341308594,1054622500.0
2011-06-01,58.220001220703125,58.36000061035156,53.619998931884766,57.04999923706055,51.73135757446289,1155628500.0
2011-07-01,57.08000183105469,59.83000183105469,56.869998931884766,58.0,52.710716247558594,1277418400.0
2011-08-01,58.70000076293945,58.81999969482422,49.93000030517578,55.060001373291016,50.0388298034668,2526145600.0
2011-09-01,55.20000076293945,57.349998474121094,51.90999984741211,52.4900016784668,47.70320129394531,1666877800.0
2011-10-01,52.02000045776367,59.20000076293945,50.099998474121094,57.95000076293945,52.76295471191406,1616785100.0
2011-11-01,56.52000045776367,58.97999954223633,52.869998931884766,56.38999938964844,51.34257888793945,1295070500.0
2011-12-01,56.380001068115234,57.619998931884766,54.16999816894531,55.83000183105469,50.83272171020508,1004361600.0
2012-01-01,56.90999984741211,60.86000061035156,56.560001373291016,60.529998779296875,55.32292175292969,828883900.0
2012-02-01,60.880001068115234,64.95999908447266,60.65999984741211,64.41000366210938,58.86915969848633,1018602500.0
2012-03-01,64.6500015258789,68.51000213623047,63.22999954223633,67.55000305175781,61.739036560058594,1070054300.0
2012-04-01,67.4800033569336,68.55000305175781,64.44999694824219,66.76000213623047,61.12057876586914,1056184900.0
2012-05-01,66.69000244140625,67.62999725341797,60.7599983215332,62.060001373291016,56.81760025024414,1300328800.0
2012-06-01,60.939998626708984,64.56999969482422,60.040000915527344,64.16000366210938,58.74021530151367,973815200.0
2012-07-01,64.25,65.30999755859375,61.86000061035156,64.80000305175781,59.46250915527344,860805100.0
2012-08-01,65.26000213623047,68.87999725341797,63.90999984741211,68.16000366210938,62.545738220214844,679866200.0
2012-09-01,68.02999877929688,70.58000183105469,67.41999816894531,68.56999969482422,62.921974182128906,639521900.0
2012-10-01,68.9000015258789,69.80000305175781,64.6500015258789,64.94999694824219,59.77009582519531,863124200.0
2012-11-01,65.36000061035156,66.20999908447266,61.310001373291016,65.80000305175781,60.552337646484375,901783900.0
2012-12-01,66.30999755859375,66.76000213623047,63.58000183105469,65.12999725341797,59.93576431274414,815856000.0
2013-01-01,66.7300033569336,67.79000091552734,66.16999816894531,66.87000274658203,61.87974166870117,741836700.0
2013-02-01,67.33999633789062,68.26000213623047,65.95999908447266,67.0999984741211,62.092567443847656,656562100.0
2013-03-01,66.87000274658203,69.05999755859375,66.54000091552734,68.97000122070312,63.8230094909668,557979300.0
2013-04-01,69.0199966430664,70.7300033569336,66.87999725341797,70.72000122070312,65.59387969970703,835537700.0
2013-05-01,70.73999786376953,74.94999694824219,70.25,73.25,67.94048309326172,680414200.0
2013-06-01,73.26000213623047,73.81999969482422,69.1500015258789,71.2699966430664,66.1040267944336,748561600.0
2013-07-01,71.75,76.20999908447266,71.3499984741211,75.7699966430664,70.50017547607422,581695700.0
2013-08-01,76.29000091552734,77.27999877929688,74.95999908447266,75.47000122070312,70.22101593017578,529245500.0
2013-09-01,76.08999633789062,79.69000244140625,75.54000091552734,78.87999725341797,73.39384460449219,503988800.0
2013-10-01,78.88999938964844,83.48999786376953,76.3499984741211,82.79000091552734,77.26321411132812,817353700.0
2013-11-01,83.06999969482422,85.83999633789062,81.37000274658203,85.7300033569336,80.00695037841797,542339400.0
2013-12-01,85.83000183105469,87.95999908447266,84.05000305175781,87.95999908447266,82.08810424804688,651649200.0
2014-01-01,87.55000305175781,89.0,84.76000213623047,86.2699966430664,80.76666259765625,831732700.0
2014-02-01,86.11000061035156,90.95999908447266,83.73999786376953,90.33999633789062,84.57701110839844,713558700.0
2014-03-01,89.48999786376953,91.36000061035156,86.4000015258789,87.66999816894531,82.41806030273438,809345400.0
2014-04-01,88.0999984741211,89.68000030517578,83.27999877929688,87.38999938964844,82.34270477294922,1141398200.0
2014-05-01,87.52999877929688,91.44999694824219,85.52999877929688,91.30999755859375,86.0362777709961,789193700.0
2014-06-01,91.41999816894531,94.13999938964844,90.63999938964844,93.91000366210938,88.48612976074219,567012900.0
2014-07-01,94.23999786376953,97.51000213623047,93.62999725341797,95.0199966430664,89.7726058959961,661530400.0
2014-08-01,94.81999969482422,99.91000366210938,93.88999938964844,99.77999877929688,94.26972961425781,645904700.0
2014-09-01,100.0199966430664,100.55999755859375,97.69999694824219,98.79000091552734,93.33439636230469,755958700.0
2014-10-01,98.51000213623047,101.75,90.23999786376953,101.4000015258789,96.02820587158203,1285037500.0
2014-11-01,101.58000183105469,106.25,100.66999816894531,106.01000213623047,100.39395904541016,434990100.0
2014-12-01,105.72000122070312,105.91999816894531,99.91999816894531,103.25,97.78018188476562,815702200.0
2015-01-01,103.76000213623047,104.58000183105469,99.36000061035156,101.0999984741211,96.100830078125,826291600.0
2015-02-01,101.33000183105469,108.94000244140625,99.75,108.4000015258789,103.03984832763672,472456500.0
2015-03-01,108.61000061035156,109.41999816894531,104.23999786376953,105.5999984741211,100.37831115722656,633635600.0
2015-04-01,105.5999984741211,111.16000366210938,104.33999633789062,107.62999725341797,102.54322814941406,568699300.0
2015-05-01,108.05000305175781,111.08000183105469,106.0,110.05000305175781,104.84886169433594,518233500.0
2015-06-01,110.63999938964844,111.12999725341797,106.63999938964844,107.06999969482422,102.0096664428711,577030600.0
2015-07-01,108.12999725341797,114.38999938964844,105.83000183105469,111.94999694824219,106.90436553955078,644885700.0
2015-08-01,111.97000122070312,113.0,84.73999786376953,104.30999755859375,99.60869598388672,1010304800.0
2015-09-01,101.70999908447266,108.7300033569336,98.75,101.76000213623047,97.17364501953125,881201500.0
2015-10-01,101.94000244140625,114.08000183105469,100.4800033569336,113.33000183105469,108.48548126220703,740627200.0
2015-11-01,113.62999725341797,115.47000122070312,109.4800033569336,114.0199966430664,109.14596557617188,543413300.0
2015-12-01,114.4800033569336,115.75,109.37999725341797,111.86000061035156,107.07830810546875,757497500.0
2016-01-01,109.44999694824219,110.18000030517578,97.25,104.12999725341797,99.98316955566406,1077308200.0
2016-02-01,103.62999725341797,104.80000305175781,94.83999633789062,102.5,98.41808319091797,942259600.0
2016-03-01,103.4800033569336,110.04000091552734,103.16000366210938,109.19999694824219,104.85124969482422,601605100.0
2016-04-01,108.54000091552734,111.44000244140625,104.87999725341797,105.72000122070312,101.81096649169922,559253800.0
2016-05-01,105.98999786376953,110.51000213623047,104.4000015258789,110.33999633789062,106.2601318359375,536482700.0
2016-06-01,110.0,110.75,101.75,107.54000091552734,103.56367492675781,577926300.0
2016-07-01,107.48999786376953,115.54000091552734,106.56999969482422,115.2300033569336,111.26490020751953,421072600.0
2016-08-01,115.30999755859375,118.01000213623047,114.22000122070312,116.44000244140625,112.43325805664062,369269900.0
2016-09-01,116.4800033569336,119.22000122070312,113.62999725341797,118.72000122070312,114.63480377197266,540756600.0
2016-10-01,118.56999969482422,119.66000366210938,115.94000244140625,116.98999786376953,113.24736022949219,406941800.0
2016-11-01,117.19000244140625,119.51000213623047,113.44999694824219,117.5,113.74103546142578,598118800.0
2016-12-01,117.45999908447266,121.5199966430664,115.22000122070312,118.4800033569336,114.689697265625,498414300.0
2017-01-01,119.2699966430664,125.91999816894531,118.88999938964844,124.56999969482422,120.94145202636719,366254600.0
2017-02-01,125.44999694824219,130.6999969482422,124.86000061035156,130.02000427246094,126.23271179199219,307437600.0
2017-03-01,130.85000610351562,132.74000549316406,129.39999389648438,132.3800048828125,128.52395629882812,442963500.0
2017-04-01,132.49000549316406,136.33999633789062,130.3800048828125,135.99000549316406,132.30340576171875,388248100.0
2017-05-01,136.44000244140625,141.83999633789062,135.8699951171875,141.2899932861328,137.45974731445312,532489700.0
2017-06-01,141.5800018310547,143.89999389648438,136.25,137.63999938964844,133.90870666503906,1046003200.0
2017-07-01,138.27000427246094,145.9600067138672,135.8000030517578,143.22999572753906,139.72677612304688,705002300.0
2017-08-01,143.72000122070312,146.2100067138672,140.17999267578125,146.1999969482422,142.6241455078125,810771900.0
2017-09-01,146.38999938964844,146.58999633789062,142.10000610351562,145.4499969482422,141.89247131347656,631562000.0
2017-10-01,145.6699981689453,152.3699951171875,144.92999267578125,152.14999389648438,148.75347900390625,549094600.0
2017-11-01,152.75999450683594,156.69000244140625,150.77000427246094,155.14999389648438,151.6865234375,584198400.0
2017-12-01,154.1999969482422,158.77000427246094,152.05999755859375,155.75999450683594,152.28292846679688,622383900.0
2018-01-01,156.55999755859375,170.9499969482422,156.1699981689453,169.39999389648438,165.96475219726562,698394900.0
2018-02-01,168.10000610351562,170.72999572753906,150.1300048828125,167.2100067138672,163.81918334960938,1179841200.0
2018-03-01,167.3000030517578,175.2100067138672,156.0399932861328,160.1300048828125,156.88275146484375,1085306700.0
2018-04-01,158.99000549316406,167.0,153.8800048828125,160.94000244140625,157.93212890625,987380500.0
2018-05-01,160.52000427246094,171.1999969482422,159.22000122070312,170.07000732421875,166.89149475097656,687987000.0
2018-06-01,170.9199981689453,177.97999572753906,169.1699981689453,171.64999389648438,168.4419403076172,784338500.0
2018-07-01,170.0399932861328,182.92999267578125,169.6699981689453,176.4499969482422,173.52284240722656,708010500.0
2018-08-01,176.86000061035156,187.52000427246094,175.7899932861328,186.64999389648438,183.55364990234375,667523000.0
2018-09-01,186.0800018310547,186.49000549316406,180.44000244140625,185.7899932861328,182.70791625976562,645534400.0
2018-10-01,186.8699951171875,187.52999877929688,160.08999633789062,169.82000732421875,167.30337524414062,1817070600.0
2018-11-01,170.07000732421875,175.5800018310547,157.1300048828125,169.3699951171875,166.8600311279297,1152121500.0
2018-12-01,173.11000061035156,173.30999755859375,143.4600067138672,154.25999450683594,151.97396850585938,1395544900.0
2019-01-01,150.99000549316406,168.99000549316406,149.49000549316406,168.16000366210938,166.1419677734375,933706500.0
2019-02-01,167.3300018310547,174.66000366210938,166.57000732421875,173.19000244140625,171.11160278320312,535964100.0
2019-03-01,174.44000244140625,182.8300018310547,169.33999633789062,179.66000366210938,177.5039520263672,781972700.0
2019-04-01,181.50999450683594,191.32000732421875,180.77000427246094,189.5399932861328,187.60617065429688,550157700.0
2019-05-01,190.77999877929688,191.32000732421875,173.8699951171875,173.9499969482422,172.1752471923828,901554000.0
2019-06-01,173.47999572753906,189.77000427246094,169.27000427246094,186.74000549316406,184.83477783203125,688730400.0
2019-07-01,190.32000732421875,195.5500030517578,188.3800048828125,191.10000610351562,189.56849670410156,494025500.0
2019-08-01,191.42999267578125,194.97999572753906,179.1999969482422,187.47000122070312,185.96759033203125,814286500.0
2019-09-01,186.22000122070312,194.7100067138672,185.02999877929688,188.80999755859375,187.29681396484375,550650200.0
2019-10-01,189.5,197.8300018310547,181.82000732421875,197.0800018310547,195.89479064941406,576983400.0
2019-11-01,197.92999267578125,206.0500030517578,197.6300048828125,205.10000610351562,203.8665771484375,351429700.0
2019-12-01,205.11000061035156,214.55999755859375,199.22999572753906,212.61000061035156,211.33139038085938,429951100.0
2020-01-01,214.39999389648438,225.8800048828125,212.24000549316406,219.07000732421875,218.22467041015625,585331700.0
2020-02-01,220.13999938964844,237.47000122070312,198.1699981689453,205.8000030517578,205.005859375,953525400.0
2020-03-01,208.75999450683594,219.61000061035156,164.92999267578125,190.39999389648438,189.66526794433594,2191213500.0
2020-04-01,184.77000427246094,220.0399932861328,180.86000061035156,218.91000366210938,218.5299835205078,1091909700.0
2020-05-01,214.5,233.60000610351562,211.1199951171875,233.36000061035156,232.95489501953125,847090400.0
2020-06-01,232.4600067138672,251.14999389648438,231.47000122070312,247.60000610351562,247.17018127441406,928360400.0
2020-07-01,247.63999938964844,269.7900085449219,247.0800018310547,265.7900085449219,265.7900085449219,925204200.0
